Title,Element Name,Weight,Data Value
Community Health Workers,Critical Thinking,858,3.75
Computer and Information Research Scientists,Critical Thinking,858,3.75
Computer Network Support Specialists,Critical Thinking,858,3.75
Computer Systems Analysts,Critical Thinking,858,3.75
Computer User Support Specialists,Critical Thinking,858,3.75
Construction and Building Inspectors,Critical Thinking,858,3.75
Cooling and Freezing Equipment Operators and Tenders,Critical Thinking,858,3.75
Correctional Officers and Jailers,Critical Thinking,858,3.75
Correspondence Clerks,Critical Thinking,858,3.75
Cost Estimators,Critical Thinking,858,3.75
Credit Counselors,Critical Thinking,858,3.75
Cytogenetic Technologists,Critical Thinking,858,3.75
"Directors- Stage, Motion Pictures, Television, and Radio",Critical Thinking,858,3.75
"Directors, Religious Activities and Education",Critical Thinking,858,3.75
Electrical Engineering Technicians,Critical Thinking,858,3.75
Electrical Engineering Technologists,Critical Thinking,858,3.75
Electro-Mechanical Technicians,Critical Thinking,858,3.75
Electronics Engineering Technologists,Critical Thinking,858,3.75
"Elementary School Teachers, Except Special Education",Critical Thinking,858,3.75
"Eligibility Interviewers, Government Programs",Critical Thinking,858,3.75
Energy Auditors,Critical Thinking,858,3.75
"English Language and Literature Teachers, Postsecondary",Critical Thinking,858,3.75
Farm and Home Management Advisors,Critical Thinking,858,3.75
First-Line Supervisors of Construction Trades and Extraction Workers,Critical Thinking,858,3.75
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Critical Thinking,858,3.75
Food Scientists and Technologists,Critical Thinking,858,3.75
Forest and Conservation Technicians,Critical Thinking,858,3.75
Fuel Cell Engineers,Critical Thinking,858,3.75
Gaming Supervisors,Critical Thinking,858,3.75
Geographic Information Systems Technicians,Critical Thinking,858,3.75
Geological Sample Test Technicians,Critical Thinking,858,3.75
Hoist and Winch Operators,Critical Thinking,858,3.75
Industrial Engineering Technologists,Critical Thinking,858,3.75
Industrial Engineers,Critical Thinking,858,3.75
Instructional Coordinators,Critical Thinking,858,3.75
Insurance Underwriters,Critical Thinking,858,3.75
Loan Officers,Critical Thinking,858,3.75
Logistics Analysts,Critical Thinking,858,3.75
Manufactured Building and Mobile Home Installers,Critical Thinking,858,3.75
"Mates- Ship, Boat, and Barge",Critical Thinking,858,3.75
Medical and Clinical Laboratory Technologists,Critical Thinking,858,3.75
Medical Appliance Technicians,Critical Thinking,858,3.75
Nannies,Critical Thinking,858,3.75
Network and Computer Systems Administrators,Critical Thinking,858,3.75
Nursery and Greenhouse Managers,Critical Thinking,858,3.75
Occupational Health and Safety Technicians,Critical Thinking,858,3.75
Orthoptists,Critical Thinking,858,3.75
Patient Representatives,Critical Thinking,858,3.75
Pest Control Workers,Critical Thinking,858,3.75
"Poets, Lyricists and Creative Writers",Critical Thinking,858,3.75
Police Identification and Records Officers,Critical Thinking,858,3.75
Police Patrol Officers,Critical Thinking,858,3.75
Power Distributors and Dispatchers,Critical Thinking,858,3.75
Precision Agriculture Technicians,Critical Thinking,858,3.75
"Preschool Teachers, Except Special Education",Critical Thinking,858,3.75
Public Relations and Fundraising Managers,Critical Thinking,858,3.75
Quality Control Systems Managers,Critical Thinking,858,3.75
Radio and Television Announcers,Critical Thinking,858,3.75
Radio Mechanics,Critical Thinking,858,3.75
Refrigeration Mechanics and Installers,Critical Thinking,858,3.75
Rehabilitation Counselors,Critical Thinking,858,3.75
Remote Sensing Technicians,Critical Thinking,858,3.75
Reporters and Correspondents,Critical Thinking,858,3.75
Retail Loss Prevention Specialists,Critical Thinking,858,3.75
Robotics Technicians,Critical Thinking,858,3.75
"Secondary School Teachers, Except Special and Career/Technical Education",Critical Thinking,858,3.75
Securities and Commodities Traders,Critical Thinking,858,3.75
"Service Unit Operators, Oil, Gas, and Mining",Critical Thinking,858,3.75
"Sociology Teachers, Postsecondary",Critical Thinking,858,3.75
Soil and Water Conservationists,Critical Thinking,858,3.75
"Special Education Teachers, Middle School",Critical Thinking,858,3.75
"Special Education Teachers, Secondary School",Critical Thinking,858,3.75
Statistical Assistants,Critical Thinking,858,3.75
Supply Chain Managers,Critical Thinking,858,3.75
Talent Directors,Critical Thinking,858,3.75
Technical Directors/Managers,Critical Thinking,858,3.75
Telecommunications Engineering Specialists,Critical Thinking,858,3.75
Validation Engineers,Critical Thinking,858,3.75
Veterinary Technologists and Technicians,Critical Thinking,858,3.75
Water Resource Specialists,Critical Thinking,858,3.75
Web Developers,Critical Thinking,858,3.75
"Wholesale and Retail Buyers, Except Farm Products",Critical Thinking,858,3.75
Accountants,Critical Thinking,858,3.62
Agricultural Inspectors,Critical Thinking,858,3.62
Aircraft Cargo Handling Supervisors,Critical Thinking,858,3.62
Anesthesiologist Assistants,Critical Thinking,858,3.62
Animal Control Workers,Critical Thinking,858,3.62
Audio-Visual and Multimedia Collections Specialists,Critical Thinking,858,3.62
Biofuels/Biodiesel Technology and Product Development Managers,Critical Thinking,858,3.62
Biological Technicians,Critical Thinking,858,3.62
Broadcast Technicians,Critical Thinking,858,3.62
"Career/Technical Education Teachers, Secondary School",Critical Thinking,858,3.62
Choreographers,Critical Thinking,858,3.62
Civil Engineering Technicians,Critical Thinking,858,3.62
Computer Programmers,Critical Thinking,858,3.62
"Computer-Controlled Machine Tool Operators, Metal and Plastic",Critical Thinking,858,3.62
Credit Authorizers,Critical Thinking,858,3.62
Curators,Critical Thinking,858,3.62
Document Management Specialists,Critical Thinking,858,3.62
Editors,Critical Thinking,858,3.62
"Electric Motor, Power Tool, and Related Repairers",Critical Thinking,858,3.62
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Critical Thinking,858,3.62
Electromechanical Engineering Technologists,Critical Thinking,858,3.62
Elevator Installers and Repairers,Critical Thinking,858,3.62
"Engineering Teachers, Postsecondary",Critical Thinking,858,3.62
"Environmental Science and Protection Technicians, Including Health",Critical Thinking,858,3.62
"Explosives Workers, Ordnance Handling Experts, and Blasters",Critical Thinking,858,3.62
Fabric and Apparel Patternmakers,Critical Thinking,858,3.62
Farm Equipment Mechanics and Service Technicians,Critical Thinking,858,3.62
Fire Inspectors,Critical Thinking,858,3.62
First-Line Supervisors of Agricultural Crop and Horticultural Workers,Critical Thinking,858,3.62
Gas Compressor and Gas Pumping Station Operators,Critical Thinking,858,3.62
Geospatial Information Scientists and Technologists,Critical Thinking,858,3.62
Histotechnologists and Histologic Technicians,Critical Thinking,858,3.62
Home Appliance Repairers,Critical Thinking,858,3.62
Human Resources Specialists,Critical Thinking,858,3.62
Insurance Sales Agents,Critical Thinking,858,3.62
Interpreters and Translators,Critical Thinking,858,3.62
Landscape Architects,Critical Thinking,858,3.62
Licensing Examiners and Inspectors,Critical Thinking,858,3.62
Loan Interviewers and Clerks,Critical Thinking,858,3.62
Locomotive Engineers,Critical Thinking,858,3.62
Manufacturing Production Technicians,Critical Thinking,858,3.62
Mechanical Engineering Technicians,Critical Thinking,858,3.62
Mechanical Engineering Technologists,Critical Thinking,858,3.62
Medical Assistants,Critical Thinking,858,3.62
"Middle School Teachers, Except Special and Career/Technical Education",Critical Thinking,858,3.62
Municipal Fire Fighting and Prevention Supervisors,Critical Thinking,858,3.62
Municipal Firefighters,Critical Thinking,858,3.62
Music Directors,Critical Thinking,858,3.62
Non-Destructive Testing Specialists,Critical Thinking,858,3.62
Nuclear Equipment Operation Technicians,Critical Thinking,858,3.62
Plumbers,Critical Thinking,858,3.62
Procurement Clerks,Critical Thinking,858,3.62
Psychiatric Technicians,Critical Thinking,858,3.62
Railroad Conductors and Yardmasters,Critical Thinking,858,3.62
"Recreation and Fitness Studies Teachers, Postsecondary",Critical Thinking,858,3.62
Recreational Therapists,Critical Thinking,858,3.62
Recycling Coordinators,Critical Thinking,858,3.62
Respiratory Therapy Technicians,Critical Thinking,858,3.62
"Rotary Drill Operators, Oil and Gas",Critical Thinking,858,3.62
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Critical Thinking,858,3.62
Search Marketing Strategists,Critical Thinking,858,3.62
"Software Developers, Systems Software",Critical Thinking,858,3.62
Solar Energy Installation Managers,Critical Thinking,858,3.62
Solar Energy Systems Engineers,Critical Thinking,858,3.62
Stonemasons,Critical Thinking,858,3.62
Storage and Distribution Managers,Critical Thinking,858,3.62
Surgical Assistants,Critical Thinking,858,3.62
Surveying Technicians,Critical Thinking,858,3.62
Surveyors,Critical Thinking,858,3.62
Sustainability Specialists,Critical Thinking,858,3.62
Technical Writers,Critical Thinking,858,3.62
"Title Examiners, Abstractors, and Searchers",Critical Thinking,858,3.62
Tutors,Critical Thinking,858,3.62
Video Game Designers,Critical Thinking,858,3.62
"Vocational Education Teachers, Postsecondary",Critical Thinking,858,3.62
Adapted Physical Education Specialists,Critical Thinking,858,3.5
Administrative Services Managers,Critical Thinking,858,3.5
Adult Basic and Secondary Education and Literacy Teachers and Instructors,Critical Thinking,858,3.5
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Critical Thinking,858,3.5
Architectural Drafters,Critical Thinking,858,3.5
Athletes and Sports Competitors,Critical Thinking,858,3.5
Audio and Video Equipment Technicians,Critical Thinking,858,3.5
Automotive Master Mechanics,Critical Thinking,858,3.5
Bicycle Repairers,Critical Thinking,858,3.5
Bioinformatics Technicians,Critical Thinking,858,3.5
Boilermakers,Critical Thinking,858,3.5
Camera and Photographic Equipment Repairers,Critical Thinking,858,3.5
Cartographers and Photogrammetrists,Critical Thinking,858,3.5
Chefs and Head Cooks,Critical Thinking,858,3.5
Chemical Plant and System Operators,Critical Thinking,858,3.5
City and Regional Planning Aides,Critical Thinking,858,3.5
Computer Network Architects,Critical Thinking,858,3.5
"Computer, Automated Teller, and Office Machine Repairers",Critical Thinking,858,3.5
Copy Writers,Critical Thinking,858,3.5
Credit Checkers,Critical Thinking,858,3.5
Customs Brokers,Critical Thinking,858,3.5
Database Administrators,Critical Thinking,858,3.5
Dental Hygienists,Critical Thinking,858,3.5
"Derrick Operators, Oil and Gas",Critical Thinking,858,3.5
Diagnostic Medical Sonographers,Critical Thinking,858,3.5
"Electrical and Electronics Installers and Repairers, Transportation Equipment",Critical Thinking,858,3.5
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Critical Thinking,858,3.5
"Electronic Equipment Installers and Repairers, Motor Vehicles",Critical Thinking,858,3.5
Endoscopy Technicians,Critical Thinking,858,3.5
"Farmworkers, Farm, Ranch, and Aquacultural Animals",Critical Thinking,858,3.5
Film and Video Editors,Critical Thinking,858,3.5
First-Line Supervisors of Logging Workers,Critical Thinking,858,3.5
First-Line Supervisors of Retail Sales Workers,Critical Thinking,858,3.5
Forest Firefighters,Critical Thinking,858,3.5
Gaming Surveillance Officers and Gaming Investigators,Critical Thinking,858,3.5
Gas Plant Operators,Critical Thinking,858,3.5
Geophysical Data Technicians,Critical Thinking,858,3.5
"Hairdressers, Hairstylists, and Cosmetologists",Critical Thinking,858,3.5
Hazardous Materials Removal Workers,Critical Thinking,858,3.5
Industrial Machinery Mechanics,Critical Thinking,858,3.5
Insurance Claims Clerks,Critical Thinking,858,3.5
Interior Designers,Critical Thinking,858,3.5
Librarians,Critical Thinking,858,3.5
Manufacturing Engineers,Critical Thinking,858,3.5
Market Research Analysts and Marketing Specialists,Critical Thinking,858,3.5
Mechanical Door Repairers,Critical Thinking,858,3.5
Mechatronics Engineers,Critical Thinking,858,3.5
Medical Equipment Preparers,Critical Thinking,858,3.5
Millwrights,Critical Thinking,858,3.5
Mine Cutting and Channeling Machine Operators,Critical Thinking,858,3.5
Multimedia Artists and Animators,Critical Thinking,858,3.5
Music Composers and Arrangers,Critical Thinking,858,3.5
Musical Instrument Repairers and Tuners,Critical Thinking,858,3.5
Online Merchants,Critical Thinking,858,3.5
"Police, Fire, and Ambulance Dispatchers",Critical Thinking,858,3.5
"Property, Real Estate, and Community Association Managers",Critical Thinking,858,3.5
Radiation Therapists,Critical Thinking,858,3.5
Real Estate Sales Agents,Critical Thinking,858,3.5
Signal and Track Switch Repairers,Critical Thinking,858,3.5
Social and Human Service Assistants,Critical Thinking,858,3.5
Social Science Research Assistants,Critical Thinking,858,3.5
"Software Developers, Applications",Critical Thinking,858,3.5
Solar Sales Representatives and Assessors,Critical Thinking,858,3.5
Sound Engineering Technicians,Critical Thinking,858,3.5
Tax Preparers,Critical Thinking,858,3.5
"Telecommunications Equipment Installers and Repairers, Except Line Installers",Critical Thinking,858,3.5
Transit and Railroad Police,Critical Thinking,858,3.5
"Umpires, Referees, and Other Sports Officials",Critical Thinking,858,3.5
Upholsterers,Critical Thinking,858,3.5
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Critical Thinking,858,3.5
Wind Turbine Service Technicians,Critical Thinking,858,3.5
Actors,Critical Thinking,858,3.38
Animal Trainers,Critical Thinking,858,3.38
Automotive Specialty Technicians,Critical Thinking,858,3.38
Bill and Account Collectors,Critical Thinking,858,3.38
Brokerage Clerks,Critical Thinking,858,3.38
Chemical Equipment Operators and Tenders,Critical Thinking,858,3.38
Childcare Workers,Critical Thinking,858,3.38
Civil Drafters,Critical Thinking,858,3.38
